,Li-Li,Li-Bi,Bi-Bi,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,4.563316513891343e-07,0.0,0.0,0.6000000000000001
7,4.486215330721761e-06,0.0,0.0,0.7000000000000001
8,2.9084383280373407e-05,0.0,0.0,0.8
9,0.0001427395900100604,0.0,0.0,0.9
10,0.0005683446255307376,9.661836816448957e-08,0.0,1.0
11,0.0018774757468198176,1.757334411390824e-06,0.0,1.1
12,0.00523182735915855,1.5324416775462667e-05,0.0,1.2000000000000002
13,0.01253507343352843,9.453165158989435e-05,0.0,1.3
14,0.026380644967078048,0.00046415198613767634,0.0,1.4000000000000001
15,0.04993858327915242,0.0018806818487443753,0.0,1.5
16,0.08695656331525155,0.006441914630611762,3.8043482464767766e-07,1.6
17,0.14156426531893762,0.018931696855355055,5.636225288159707e-06,1.7000000000000002
18,0.2171760438644061,0.048286301289352115,4.419593085662803e-05,1.8
19,0.31454268459318596,0.10787152789402973,0.00024362473588550532,1.9000000000000001
20,0.430363301050335,0.21278888365455878,0.0010680669651072971,2.0
21,0.5578219807409994,0.37357957831958183,0.003846931676009839,2.1
22,0.6886019503250618,0.588754691889914,0.01151327831747073,2.2
23,0.8145719202422548,0.8409688131547458,0.028977065070904702,2.3000000000000003
24,0.9283827692346923,1.1001541785315492,0.06227357514637281,2.4000000000000004
25,1.0239816746825752,1.3323064082578935,0.11646795749136703,2.5
26,1.097684016510198,1.5094577566815883,0.19374977025580187,2.6
27,1.14872889375088,1.6168540650805472,0.29272913192957,2.7
28,1.1783675275957546,1.6551306458167574,0.40805398713504026,2.8000000000000003
29,1.188500356573716,1.6368968992924813,0.5298303106162568,2.9000000000000004
30,1.1815872553514346,1.5797761153073966,0.6447388539312267,3.0
31,1.161546126726514,1.5000814293847626,0.7397573528787922,3.1
32,1.1335655172864114,1.4100369781295365,0.8058797728865733,3.2
33,1.1023997780586872,1.3180344547648706,0.8394751736970189,3.3000000000000003
34,1.0711012364471186,1.2299088854211642,0.8424182135693749,3.4000000000000004
35,1.0413910850754857,1.1498540373272506,0.8226686934371833,3.5
36,1.0146365007802152,1.0805967628893025,0.794237709816832,3.6
37,0.9920555267055415,1.0232668187755452,0.7737329654470566,3.7
38,0.9742484481657148,0.9776213606653508,0.7732358050653947,3.8000000000000003
39,0.9610410879424672,0.9426100051250778,0.7942397125041201,3.9000000000000004
40,0.9519318805417232,0.9170172629647425,0.8283450114792964,4.0
41,0.946501661793503,0.8999286882435845,0.8647258820549513,4.1000000000000005
42,0.9444638427456398,0.8905723813162195,0.8979808594159994,4.2
43,0.9456272092554033,0.8876615955606668,0.9300937619717506,4.3
44,0.9498161513037909,0.8893178255639251,0.9662948193133893,4.4
45,0.9566517559010268,0.8939388126814772,1.0093567774159888,4.5
46,0.9654396163223166,0.9008917934976078,1.056767438402658,4.6000000000000005
47,0.9752761118858688,0.9101563543373155,1.102133465357614,4.7
48,0.9851887371980225,0.9215647941207833,1.1390762015321656,4.800000000000001
49,0.9943019944355105,0.934527070248559,1.164320253764593,4.9
50,1.0020464021895021,0.9482857383791476,1.1781069752500413,5.0
51,1.0082259514780219,0.9622389990544207,1.1828230088396323,5.1000000000000005
52,1.0129331595361182,0.9759811520506902,1.1815481606065972,5.2
53,1.0164580058704507,0.9889940500126755,1.1767782556477846,5.300000000000001
54,1.0190906761603342,1.0003520493709963,1.1691543482957458,5.4
55,1.0207120880494827,1.008909292214543,1.156905026280999,5.5
56,1.0206723605015475,1.0139026534533615,1.1371272881916636,5.6000000000000005
57,1.0184465212678082,1.0154152608812712,1.1088875413582944,5.7
58,1.0144942689251502,1.0143583787369697,1.0756237291999742,5.800000000000001
59,1.0101811019599376,1.0119792932491063,1.0438867136816463,5.9
60,1.0066862904886975,1.0092081544161609,1.019315987579742,6.0
61,1.0041550827203625,1.0064713714771647,1.004156323636284,6.1000000000000005
62,1.0019860891118508,1.0041509975035632,0.9979757094654296,6.2
63,0.9996729217476767,1.0028278967450401,0.9987986423882066,6.300000000000001
64,0.9972097808018389,1.002808562596065,1.002893133860298,6.4
65,0.9949444552663966,1.0037518295118726,1.0051375510843499,6.5
66,0.9932531135985282,1.0049993663998318,1.001430051716407,6.6000000000000005
67,0.9922226216368334,1.0060824000460982,0.9909942164850694,6.7
68,0.9915441792335231,1.0069290006005889,0.9760166165000816,6.800000000000001
69,0.9907862206263974,1.0077876361211384,0.9593490994691725,6.9
70,0.9897784266204174,1.0088610553518216,0.9427929929216181,7.0
71,0.9887263910722573,1.0099211466903455,0.9270396550717176,7.1000000000000005
72,0.9880314568633208,1.0105054682840684,0.912772283399003,7.2
73,0.9880197935823671,1.0105720758674144,0.9015508895352772,7.300000000000001
74,0.9887290399370166,1.0106501057170152,0.8951257260882238,7.4
75,0.9898478096460833,1.0112569133406635,0.8937733169397558,7.5
76,0.9908912876820778,1.012460319674668,0.8958663561690274,7.6000000000000005
77,0.9915616513844726,1.013928911869294,0.8995729594132873,7.7
78,0.9919821000325783,1.015014477617839,0.9048968482820585,7.800000000000001
79,0.9925213355936469,1.0149442840702902,0.9136852106092508,7.9
80,0.9933986494426492,1.0134455071678223,0.927324228533124,8.0
81,0.994475345820534,1.0112020236486596,0.9443595078534334,8.1
82,0.9953447765428012,1.0094002059243647,0.9605931797991865,8.200000000000001
83,0.995636677306633,1.008740777449783,0.9717355042034532,8.3
84,0.9953953114424001,1.0089143350259084,0.9761447253039007,8.4
85,0.9951610509677092,1.0089900803478482,0.9754951777092851,8.5
86,0.9955218545113073,1.0083067065060416,0.9733779164188222,8.6
87,0.9965436388629485,1.0070268667370308,0.9731892970899542,8.700000000000001
88,0.9976905978213415,1.0058335653584975,0.9767046858665653,8.8
89,0.9983182315038076,1.0051266281458229,0.983863257418845,8.9
90,0.9982596105811578,1.0046040720828204,0.9933610132473059,9.0
91,0.9979721800058787,1.003602562241492,1.0034868771172196,9.1
92,0.9980952121278727,1.0017379347546607,1.012888696596309,9.200000000000001
93,0.9988409250858756,0.9992446795198959,1.0208851741020326,9.3
94,0.9998285164342385,0.9968327960952152,1.0273505055812597,9.4
95,1.0004778102297782,0.9952207744697436,1.0325573025198806,9.5
96,1.0004992133143271,0.9947161197777958,1.0367863392344807,9.600000000000001
97,1.0000524709066445,0.9951586254911707,1.0396391568701464,9.700000000000001
98,0.9995432563730212,0.9961395712686294,1.0402203178621305,9.8
99,0.9992640857111932,0.997189256135062,1.0386375349768069,9.9
100,0.9992017135673541,0.997861844932714,1.0367949913037648,10.0
