,Li-Li,Li-C,C-C,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,1.195555454870976e-05,0.30000000000000004
4,0.0,0.0,0.0002129368570939502,0.4
5,0.0,7.31614879074434e-08,0.0015626467542700984,0.5
6,2.5233247870118226e-07,1.4233196243480903e-06,0.008164095447614362,0.6000000000000001
7,3.403891458921421e-06,1.1670414694727807e-05,0.03383543368643615,0.7000000000000001
8,2.2913887430867353e-05,7.281741087811809e-05,0.11321614069756017,0.8
9,0.00011896793132383045,0.0003635352806129393,0.30739868383609587,0.9
10,0.0004950244510129596,0.0015048579215420446,0.6801777897972445,1.0
11,0.0017023432797316287,0.005305712893751205,1.2326322100130047,1.1
12,0.004926021628636184,0.016153457798105543,1.8406726595274765,1.2000000000000002
13,0.012235036516844834,0.04278451260460605,2.2823481191081867,1.3
14,0.026607691225859455,0.09894207476526182,2.373679324567439,1.4000000000000001
15,0.05164079744661269,0.20040060132124002,2.09963851699464,1.5
16,0.09089200485639383,0.35716873190835174,1.612402274194759,1.6
17,0.14693167927578837,0.5642660820426276,1.1108373347197222,1.7000000000000002
18,0.22040418358808742,0.798367028535206,0.7263063142485552,1.8
19,0.30972113831915715,1.0248542281142665,0.4957191808485555,1.9000000000000001
20,0.41161801472793813,1.2113757779239303,0.3989402147101081,2.0
21,0.5216941675364233,1.3388579194928587,0.40124047739363533,2.1
22,0.6339157100480828,1.4045411524248275,0.4717827992283702,2.2
23,0.7401866801716832,1.4183694458235019,0.5828604800043827,2.3000000000000003
24,0.8322540118299633,1.3966565909693527,0.7046822435833506,2.4000000000000004
25,0.90528044158305,1.3559543253187563,0.8062273495676222,2.5
26,0.9593285581195979,1.3087534572356685,0.8640880121633933,2.6
27,0.9973073211614188,1.2617816990874215,0.8726763258828256,2.7
28,1.0221834966157453,1.217038392636969,0.8462367537320242,2.8000000000000003
29,1.0362530343807184,1.1745647257045406,0.8098276324974526,2.9000000000000004
30,1.041946431153652,1.1346449337955518,0.7861488282129897,3.0
31,1.0421372433415992,1.0979595858749678,0.7872193894355827,3.1
32,1.0394346511940273,1.0646814084959975,0.8138133029622419,3.2
33,1.0357058920157733,1.0343140366721006,0.8594291737923037,3.3000000000000003
34,1.0322289189548748,1.006500054251433,0.914595428326033,3.4000000000000004
35,1.0296436953014176,0.9816825577329271,0.9698587365613188,3.5
36,1.0277524565629155,0.9608581753992698,1.0176621577354494,3.6
37,1.026095450130099,0.9447712103247744,1.0533399735568885,3.7
38,1.0247929507326474,0.9334527225191805,1.07516536173802,3.8000000000000003
39,1.0244304236585757,0.9264744985396826,1.0838523521086272,3.9000000000000004
40,1.0252508326863592,0.9234219582222563,1.082086289620596,4.0
41,1.0268948620386038,0.923984644749348,1.073986558373215,4.1000000000000005
42,1.0286557980942592,0.9276994737832354,1.0640225096054161,4.2
43,1.0294737897902617,0.9338418471336521,1.0556653551334945,4.3
44,1.0279717851955483,0.9416238230223832,1.0506039548295953,4.4
45,1.023323242170952,0.9503035142416908,1.0488060866185693,4.5
46,1.016328143874071,0.9590889000598056,1.0489669378039974,4.6000000000000005
47,1.0092340058927964,0.9672752836348749,1.0490561730691923,4.7
48,1.0041126258786992,0.9747208677918995,1.0470663940594676,4.800000000000001
49,1.0013107478051715,0.9819644935838092,1.0418088611715544,4.9
50,0.9994488292250279,0.9895516238383655,1.0332602254692649,5.0
51,0.9969310435433805,0.9973130890790364,1.0223560894389288,5.1000000000000005
52,0.9935365441926914,1.004521013397464,1.0105142318201101,5.2
53,0.9905383894275662,1.0105954558005243,0.9990873039093976,5.300000000000001
54,0.9891744950051777,1.0153755055821545,0.9889716004345798,5.4
55,0.989164119046784,1.018847084349637,0.9806891766896043,5.5
56,0.9889150282674873,1.021013372828897,0.9747150574785589,5.6000000000000005
57,0.9870334013682968,1.0220856574763602,0.971396509058039,5.7
58,0.983409569415583,1.0224992476212629,0.9704654107836229,5.800000000000001
59,0.9790267874960744,1.0226277504346042,0.9709567898605757,5.9
60,0.9751602394197678,1.0226320293807662,0.9718391297298015,6.0
61,0.9728852925872068,1.022532329855898,0.9726470308349116,6.1000000000000005
62,0.9728775243721315,1.0221682268715053,0.973438213792678,6.2
63,0.975135512278989,1.021097070128398,0.9743371180085083,6.300000000000001
64,0.9788145558235057,1.0188731784310832,0.9753591139703763,6.4
65,0.9825465670755874,1.0156060682092751,0.9766221109955637,6.5
66,0.9851493525657498,1.012067863167563,0.9784419908084881,6.6000000000000005
67,0.9862626632225875,1.009046865962982,0.9810500111128364,6.7
68,0.9865413697404581,1.0066392382201226,0.9843158511773361,6.800000000000001
69,0.9872632603358913,1.004274768454845,0.9878549017743811,6.9
70,0.9894451717651558,1.0014034596526005,0.9913864646272879,7.0
71,0.9930126446942867,0.9981082134815126,0.9949199372695282,7.1000000000000005
72,0.9967797561116907,0.995033524115029,0.9985663547883938,7.2
73,0.9993703974345791,0.9927152567214823,1.0021699659795447,7.300000000000001
74,1.0002298899384965,0.991067118682969,1.0051457967296782,7.4
75,0.9998289649199036,0.9896303206890217,1.0067648903361701,7.5
76,0.9991217397532637,0.9882426460542324,1.0067100056400062,7.6000000000000005
77,0.9988868364831172,0.9872700072567936,1.0053755789170549,7.7
78,0.9994059441016683,0.9871822960017215,1.0035784787002562,7.800000000000001
79,1.0005409919904475,0.9880918425348538,1.001938865928596,7.9
80,1.001986974821818,0.9897991443380141,1.0005127836540466,8.0
81,1.0034728363770622,0.9921223854941362,0.9989925355361976,8.1
82,1.0047922067748505,0.994981346178817,0.9971932250536281,8.200000000000001
83,1.0056790714552952,0.9981999740415186,0.9952745128395367,8.3
84,1.0057498232672473,1.001468001113072,0.9935529771518812,8.4
85,1.0046373926280618,1.0045847456377002,0.9921644165061309,8.5
86,1.0021509200239518,1.0075788013655493,0.99082315895272,8.6
87,0.998398169626905,1.010494500942578,0.9888430915644424,8.700000000000001
88,0.9938973556372289,1.0131899276511687,0.9855060383658834,8.8
89,0.9894286426041309,1.0154462400176594,0.9805928718732086,8.9
90,0.9854327097110943,1.0171676124546547,0.9746761964032379,9.0
91,0.9815740995231618,1.0183546414881277,0.9689614048565611,9.1
92,0.9772370069649384,1.018948700115755,0.9648296116709613,9.200000000000001
93,0.9724547819859304,1.0188173469978865,0.9633467640267419,9.3
94,0.9679924721654634,1.0179119487350887,0.9648958062514761,9.4
95,0.9644624905323534,1.0163730713979833,0.9690187560584387,9.5
96,0.9616825870460127,1.014430735284505,0.9745554157133967,9.600000000000001
97,0.9590187172147911,1.0122471150142438,0.9800828295318399,9.700000000000001
98,0.9561738397230207,1.009965277191524,0.984470730835769,9.8
99,0.9535413562050583,1.0079248478082017,0.9872417140175818,9.9
100,0.9519172714305093,1.0066799351057374,0.9885000533882192,10.0
