,Mg-Mg,Mg-Si,Si-Si,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,0.0,0.0,0.0,0.7000000000000001
8,0.0,0.0,0.0,0.8
9,0.0,0.0,0.0,0.9
10,0.0,8.756242779931733e-08,2.3349980746484618e-07,1.0
11,0.0,8.067424094299876e-07,4.823301193301607e-06,1.1
12,4.255533991046822e-07,7.91239428654256e-06,5.3795907855683265e-05,1.2000000000000002
13,3.5469356968952234e-06,5.435397644579768e-05,0.0003708022260582678,1.3
14,2.2994995540657483e-05,0.0002963690951906714,0.0019143449041228553,1.4000000000000001
15,0.00012068610591443737,0.001330434149450135,0.007985503548899939,1.5
16,0.0005147993449833328,0.0050369444999038915,0.027509863848305307,1.6
17,0.0018765475608386337,0.01623276967742124,0.07892845906725504,1.7000000000000002
18,0.005937923339552427,0.04480796237242092,0.18978170269233205,1.8
19,0.01640887154419319,0.10657137371972404,0.3852214229205087,1.9000000000000001
20,0.03966444024007672,0.2199640789632336,0.6660993335789018,2.0
21,0.08406562405520766,0.39727795065225957,0.9923216433772292,2.1
22,0.15726922554372788,0.6338717586286107,1.2915221043651506,2.2
23,0.26259736754243573,0.903065516774794,1.493458731287307,2.3000000000000003
24,0.3967463004115483,1.1623314431372338,1.5650314515383714,2.4000000000000004
25,0.5502629448808701,1.3685024340991356,1.5202256263284402,2.5
26,0.7100888847295369,1.4935296541108627,1.4033287733289839,2.6
27,0.8621843695335368,1.5326630240674264,1.2631524916930954,2.7
28,0.9933649377393936,1.5019015518113272,1.134780954167531,2.8000000000000003
29,1.0937142848297954,1.427642510721998,1.0341273295463362,2.9000000000000004
30,1.1596663330236268,1.3354509391810887,0.9623615256925687,3.0
31,1.194442812016755,1.243498389942665,0.9142510131130659,3.1
32,1.2042007752771917,1.1612984794913683,0.8846506241031009,3.2
33,1.1938524489515028,1.091653490768613,0.8703469608216852,3.3000000000000003
34,1.1668400331244266,1.034023490396538,0.8687611184541293,3.4000000000000004
35,1.1277956696281717,0.9876055239202742,0.8767473581133137,3.5
36,1.083924859055244,0.9525167058225998,0.8906623729169693,3.6
37,1.0432749794860485,0.9289434144518834,0.9070146617728045,3.7
38,1.0113266110580643,0.9159653118793167,0.923166850028069,3.8000000000000003
39,0.988909310093733,0.9116045399244992,0.937759129247462,3.9000000000000004
40,0.9735408438528294,0.9138595058957077,0.9503955412139684,4.0
41,0.962713548563444,0.9213532019747012,0.960993917835306,4.1000000000000005
42,0.9551743574570076,0.9329868350073673,0.9696456224140819,4.2
43,0.949511090166291,0.9473281879776316,0.9767381468532201,4.3
44,0.9439615420666907,0.9628104791774884,0.9826615168082221,4.4
45,0.93888704857912,0.97841518482464,0.9875151601276806,4.5
46,0.9376938132797863,0.9934740840054544,0.9913617081197201,4.6000000000000005
47,0.9437086971831316,1.006704036664177,0.9944315994366701,4.7
48,0.9566663543369899,1.0163227020532064,0.9967882651916058,4.800000000000001
49,0.9725516950336,1.0216430605780582,0.99817157125344,4.9
50,0.9861515963026863,1.0240230567796869,0.9985088864702597,5.0
51,0.9940673628137076,1.0256403501092197,0.9983127844201443,5.1000000000000005
52,0.9964477939566411,1.0275449801356944,0.9982689933122092,5.2
53,0.9963495308246701,1.0292830799209114,0.9985836876127369,5.300000000000001
54,0.9971707266793505,1.0300960076599137,0.9989548289564233,5.4
55,1.0003639867381913,1.0298762051687387,0.9991055043173381,5.5
56,1.005173787600868,1.0290102880873595,0.9991485819030805,5.6000000000000005
57,1.009867951584041,1.0277758309565401,0.9993814021708766,5.7
58,1.0127279541961192,1.0260766426008372,0.9998511847065509,5.800000000000001
59,1.012310348157509,1.023621383631303,1.0002894234934916,5.9
60,1.0077611699332871,1.020292646833312,1.0003953905135041,6.0
61,0.9993234203761887,1.016366977494734,1.0000098999111968,6.1000000000000005
62,0.9882827040467076,1.0123017097155134,0.9990647640895206,6.2
63,0.97626678651672,1.008308854089229,0.9974962730539064,6.300000000000001
64,0.9647010770760119,1.0043382895309625,0.9952539689918136,6.4
65,0.9548599777114252,1.0005088050243738,0.9924725989974219,6.5
66,0.94821616454763,0.9973143899241812,0.9896728659352361,6.6000000000000005
67,0.9462670694151919,0.9952326515078057,0.9876230420959939,6.7
68,0.9496106180414658,0.994266610697141,0.9868889674461435,6.800000000000001
69,0.9573077990575487,0.9939930016664039,0.9876028825116838,6.9
70,0.9672848116594059,0.9939305843713706,0.989606250380623,7.0
71,0.977114626499287,0.9938256204090109,0.992610582767184,7.1000000000000005
72,0.9845549719052467,0.9938026671056635,0.9961915597943556,7.2
73,0.9881509544106458,0.9943123533493938,0.9997876975137833,7.300000000000001
74,0.9879575827795861,0.9957485901406247,1.0028258686042615,7.4
75,0.9855354462734889,0.9980211490110229,1.004915974368251,7.5
76,0.9828438873278454,1.00053772805595,1.0059872744245546,7.6000000000000005
77,0.9810742852265725,1.0025749838843414,1.0062564686112272,7.7
78,0.9805718481706734,1.0036884557808885,1.0059840616470233,7.800000000000001
79,0.9814787304273814,1.0039617079758911,1.005214909364323,7.9
80,0.9838418993240563,1.0039266448740514,1.003834779057031,8.0
81,0.987138039059416,1.0040462648533457,1.001894880066547,8.1
82,0.9902856758596286,1.0042238272247157,0.9997176259936411,8.200000000000001
83,0.9923309122686467,1.0039684422146122,0.9975893434415234,8.3
84,0.9930071874618032,1.0030893269290249,0.9954749855116345,8.4
85,0.9927516582083468,1.002175922724013,0.9931912083712177,8.5
86,0.9922204614483638,1.0023549988852756,0.9908724569926175,8.6
87,0.9914603898592698,1.0044773469481865,0.9891616111007185,8.700000000000001
88,0.9895045033087236,1.00838294343299,0.9887683356512759,8.8
89,0.9852371068782303,1.0129085069015193,0.9898102051328085,8.9
90,0.9789737017696418,1.0166184352071583,0.9916892663520485,9.0
91,0.9728601177405818,1.0185035660625115,0.9935939719630932,9.1
92,0.9692184984846752,1.0181815901173028,0.9949778785180894,9.200000000000001
93,0.9684930269711355,1.0158599953750918,0.995631287792229,9.3
94,0.9691333734355909,1.0123152380575906,0.9955940803277898,9.4
95,0.9693519287365197,1.0087597779491189,0.9951319300192611,9.5
96,0.9685225680308183,1.0064517776897761,0.9946377143391537,9.600000000000001
97,0.9670055335107025,1.0061132841256928,0.9944095920137708,9.700000000000001
98,0.965338204376513,1.0074981910692755,0.9945154200113767,9.8
99,0.9639193383414391,1.0095234729872848,0.9948196332022756,9.9
100,0.9630866075296113,1.0109270441265668,0.995075208676461,10.0
